loss,learning_rate
1.0126675367355347,0.009999999776482582
1.0021203756332397,0.009999999776482582
1.000765323638916,0.009999999776482582
1.0015705823898315,0.009999999776482582
1.0013929605484009,0.009999999776482582
1.0007542371749878,0.009999999776482582
1.0021405220031738,0.009999999776482582
1.0023404359817505,0.009999999776482582
1.0020493268966675,0.009999999776482582
1.0019075870513916,0.009999999776482582
1.0014203786849976,0.009999999776482582
1.000717043876648,0.009999999776482582
1.0015064477920532,0.009999999776482582
1.0011407136917114,0.009999999776482582
1.00120210647583,0.009999999776482582
1.000663161277771,0.009999999776482582
1.0021777153015137,0.009999999776482582
1.000717043876648,0.009999999776482582
1.0019652843475342,0.009999999776482582
1.0016827583312988,0.009999999776482582
1.0021353960037231,0.009999999776482582
1.0010063648223877,0.009999999776482582
1.0023714303970337,0.009999999776482582
1.0005595684051514,0.009999999776482582
1.0012495517730713,0.009999999776482582
1.0019878149032593,0.009999999776482582
1.0008772611618042,0.009999999776482582
1.0008594989776611,0.009999999776482582
1.0014764070510864,0.009999999776482582
1.0007106065750122,0.009999999776482582
1.0007888078689575,0.009999999776482582
1.001913070678711,0.009999999776482582
1.0003256797790527,0.009999999776482582
1.0011680126190186,0.009999999776482582
1.0020246505737305,0.009999999776482582
1.0010814666748047,0.009999999776482582
1.0012407302856445,0.009999999776482582
1.0024248361587524,0.009999999776482582
1.0009294748306274,0.009999999776482582
1.0016392469406128,0.009999999776482582
1.0017517805099487,0.009999999776482582
1.0012847185134888,0.009999999776482582
1.0016194581985474,0.009999999776482582
1.0013558864593506,0.009999999776482582
1.0019738674163818,0.009999999776482582
1.0010745525360107,0.009999999776482582
1.0011179447174072,0.009999999776482582
1.0021075010299683,0.009999999776482582
1.0010713338851929,0.009999999776482582
1.0007848739624023,0.009999999776482582
1.002087950706482,0.009999999776482582
1.0015228986740112,0.009999999776482582
1.001085877418518,0.009999999776482582
1.0028369426727295,0.009999999776482582
1.0007953643798828,0.009999999776482582
1.00193452835083,0.009999999776482582
1.0012998580932617,0.009999999776482582
1.001437783241272,0.009999999776482582
1.0021839141845703,0.009999999776482582
1.0018187761306763,0.009999999776482582
1.00175940990448,0.009999999776482582
1.00156569480896,0.009999999776482582
1.0014655590057373,0.009999999776482582
1.0012109279632568,0.009999999776482582
1.0018095970153809,0.009999999776482582
1.0016179084777832,0.009999999776482582
1.0013726949691772,0.009999999776482582
1.0010422468185425,0.009999999776482582
1.0016695261001587,0.009999999776482582
1.0013790130615234,0.009999999776482582
1.002040147781372,0.009999999776482582
1.0011194944381714,0.009999999776482582
1.0011773109436035,0.009999999776482582
1.0005706548690796,0.009999999776482582
1.0016841888427734,0.009999999776482582
1.0013655424118042,0.009999999776482582
1.001448154449463,0.009999999776482582
1.00264573097229,0.009999999776482582
1.001364827156067,0.009999999776482582
1.0020569562911987,0.009999999776482582
1.0017597675323486,0.009999999776482582
1.0006023645401,0.009999999776482582
1.0011379718780518,0.009999999776482582
1.0018086433410645,0.009999999776482582
1.0008928775787354,0.009999999776482582
1.0020020008087158,0.009999999776482582
1.0017575025558472,0.009999999776482582
1.0009289979934692,0.009999999776482582
1.0014722347259521,0.009999999776482582
1.0026626586914062,0.009999999776482582
1.0006271600723267,0.009999999776482582
1.002712607383728,0.009999999776482582
1.001316785812378,0.009999999776482582
1.0025007724761963,0.009999999776482582
1.0013906955718994,0.009999999776482582
1.0014379024505615,0.009999999776482582
1.0010894536972046,0.009999999776482582
1.0012617111206055,0.009999999776482582
1.0013129711151123,0.009999999776482582
1.000823736190796,0.009999999776482582
